phase,op_name,magnitude,probability,seed,fold_idx,val_acc,val_loss,top5_acc,train_acc,train_loss,epochs_run,best_epoch,early_stopped,runtime_sec,timestamp,error
PhaseA,GaussianBlur,0.2399,0.3963,42,0,38.3,3.008134,64.2,99.3111,0.922487,200,193,False,189.72,2025-12-25T23:40:28,
PhaseA,GaussianBlur,0.1993,0.4673,42,0,38.3,3.059234,64.1,98.7222,0.951512,200,186,False,195.54,2025-12-25T23:43:43,
PhaseA,GaussianBlur,0.0591,0.2826,42,0,39.0,2.989931,65.3,99.2333,0.922439,200,189,False,183.56,2025-12-25T23:46:47,
PhaseA,GaussianBlur,0.0075,0.4278,42,0,39.8,2.972479,66.2,99.5889,0.907266,200,200,False,191.46,2025-12-25T23:49:58,
PhaseA,GaussianBlur,0.1852,0.222,42,0,39.3,3.006317,64.7,98.9778,0.937013,200,186,False,182.82,2025-12-25T23:53:01,
PhaseA,GaussianBlur,0.2915,0.5385,42,0,37.1,3.112746,61.1,99.1889,0.932647,200,195,False,181.41,2025-12-25T23:56:02,
PhaseA,GaussianBlur,0.1134,0.3115,42,0,38.6,3.026891,64.3,99.6,0.905826,200,193,False,155.81,2025-12-25T23:58:38,
PhaseA,RandomErasing,0.1578,0.3443,42,0,40.1,2.950471,67.4,96.5778,1.035792,200,185,False,176.66,2025-12-25T20:51:02,
PhaseA,RandomErasing,0.2904,0.1934,42,0,38.3,2.991162,67.5,97.8,0.979455,200,192,False,166.02,2025-12-25T20:53:48,
PhaseA,RandomErasing,0.1911,0.2794,42,0,39.1,2.988833,66.5,98.0,0.983051,200,193,False,170.95,2025-12-25T20:56:39,
PhaseA,RandomErasing,0.0588,0.108,42,0,40.0,2.9828,66.2,99.0222,0.938133,200,194,False,163.33,2025-12-25T20:59:22,
PhaseA,RandomErasing,0.1095,0.2919,42,0,39.6,2.984819,65.1,98.1111,0.974037,200,191,False,170.23,2025-12-25T21:02:13,
PhaseA,RandomErasing,0.2107,0.1703,42,0,38.2,3.036545,64.6,98.0333,0.970556,200,192,False,165.67,2025-12-25T21:04:58,
PhaseA,RandomErasing,0.2396,0.375,42,0,39.6,3.004487,65.4,97.7556,0.997168,200,194,False,172.91,2025-12-25T21:07:51,
PhaseA,RandomErasing,0.1383,0.2376,42,0,38.7,3.00334,66.2,97.9222,0.986021,200,191,False,170.66,2025-12-25T21:10:42,
PhaseA,RandomErasing,0.1141,0.2546,42,0,40.1,2.974159,66.5,97.9333,0.978643,200,189,False,170.27,2025-12-25T21:13:32,
PhaseA,RandomErasing,0.2627,0.133,42,0,40.0,2.966601,66.7,98.4444,0.955397,200,197,False,167.19,2025-12-25T21:16:20,
PhaseA,RandomErasing,0.237,0.3374,42,0,39.1,2.998034,64.6,97.7889,0.992663,200,200,False,172.87,2025-12-25T21:19:13,
PhaseA,RandomErasing,0.0881,0.2,42,0,38.6,3.050347,62.7,97.7,0.98441,200,188,False,170.31,2025-12-25T21:22:03,
PhaseA,RandomErasing,0.0686,0.3817,42,0,39.2,3.015279,65.6,94.0333,1.112234,200,181,False,174.41,2025-12-25T21:24:57,
PhaseA,RandomErasing,0.1862,0.2308,42,0,39.0,3.009515,65.1,96.7667,1.017616,200,186,False,169.79,2025-12-25T21:27:47,
PhaseA,RandomErasing,0.2822,0.317,42,0,40.5,2.998731,66.0,97.8222,0.986761,200,199,False,172.37,2025-12-25T21:30:40,
PhaseA,RandomErasing,0.1649,0.1456,42,0,39.4,2.955959,66.4,98.4778,0.955774,200,194,False,167.64,2025-12-25T21:33:27,
PhaseA,RandomErasing,0.1703,0.3085,42,0,40.3,3.010191,65.3,97.8556,0.98593,200,191,False,171.16,2025-12-25T21:36:18,
PhaseA,RandomErasing,0.2719,0.1542,42,0,40.1,2.983287,64.7,97.8111,0.979061,200,192,False,168.44,2025-12-25T21:39:07,
PhaseA,RandomErasing,0.1808,0.3912,42,0,38.0,3.024026,65.1,97.7111,0.995098,200,195,False,173.74,2025-12-25T21:42:01,
PhaseA,RandomErasing,0.0789,0.221,42,0,18.7,3.70682,41.6,18.6778,3.564146,98,38,True,86.7,2025-12-25T21:43:27,
PhaseA,RandomErasing,0.0906,0.3277,42,0,40.3,2.946609,67.1,98.5778,0.955177,200,194,False,170.46,2025-12-25T21:46:18,
PhaseA,RandomErasing,0.2237,0.2096,42,0,40.3,2.986575,66.3,97.9889,0.980261,200,190,False,171.81,2025-12-25T21:49:10,
PhaseA,RandomErasing,0.2603,0.2632,42,0,38.7,3.00009,64.6,98.1556,0.974017,200,200,False,169.19,2025-12-25T21:51:59,
PhaseA,RandomErasing,0.1273,0.1246,42,0,38.5,3.015546,65.6,98.8778,0.939901,200,199,False,166.88,2025-12-25T21:54:46,
PhaseA,RandomErasing,0.1328,0.3653,42,0,38.8,3.019485,65.6,95.7667,1.067526,200,184,False,170.42,2025-12-25T21:57:36,
PhaseA,RandomErasing,0.2499,0.2473,42,0,39.2,3.005449,64.9,97.5556,0.994905,200,190,False,172.35,2025-12-25T22:00:29,
PhaseA,RandomErasing,0.2161,0.3005,42,0,40.5,2.965603,66.5,98.1333,0.981329,200,194,False,172.25,2025-12-25T22:03:21,
PhaseA,RandomErasing,0.0992,0.1619,42,0,39.3,3.001912,65.6,98.8556,0.944884,200,196,False,170.46,2025-12-25T22:06:12,
PhaseA,RandomErasing,0.0563,0.2709,42,0,38.6,3.019917,65.5,98.3444,0.970448,200,192,False,168.21,2025-12-25T22:09:00,
PhaseA,RandomErasing,0.2044,0.1165,42,0,39.0,3.016309,65.5,98.6889,0.949243,200,197,False,167.7,2025-12-25T22:11:47,
PhaseA,RandomErasing,0.2929,0.3539,42,0,38.5,3.010879,66.9,97.8444,0.999043,200,200,False,168.75,2025-12-25T22:14:36,
PhaseA,RandomErasing,0.1445,0.1837,42,0,38.4,3.061644,64.3,97.0556,1.023014,200,185,False,172.12,2025-12-25T22:17:28,
PhaseA,GaussianNoise,0.244,0.6886,42,0,38.1,3.001415,66.6,99.5889,0.906413,200,193,False,174.02,2025-12-25T22:20:23,
PhaseA,GaussianNoise,0.4827,0.3868,42,0,38.9,3.076161,63.0,98.7333,0.952337,200,187,False,182.71,2025-12-25T22:23:25,
PhaseA,GaussianNoise,0.304,0.5587,42,0,39.3,3.016395,62.9,98.4444,0.962479,200,183,False,176.62,2025-12-25T22:26:22,
PhaseA,GaussianNoise,0.0658,0.2159,42,0,39.4,3.03325,64.7,98.2222,0.973165,200,182,False,178.83,2025-12-25T22:29:21,
PhaseA,GaussianNoise,0.1571,0.5838,42,0,39.9,3.013426,63.4,99.2889,0.920614,200,190,False,173.5,2025-12-25T22:32:14,
PhaseA,GaussianNoise,0.3392,0.3406,42,0,41.8,2.988551,65.8,99.6111,0.905399,200,196,False,180.96,2025-12-25T22:35:15,
PhaseA,GaussianNoise,0.3913,0.7501,42,0,38.8,3.059523,63.6,97.1889,1.005225,200,182,False,176.25,2025-12-25T22:38:12,
PhaseA,GaussianNoise,0.2089,0.4752,42,0,40.3,2.975316,65.4,99.5556,0.902137,200,197,False,186.1,2025-12-25T22:41:18,
PhaseA,GaussianNoise,0.1654,0.5091,42,0,38.3,3.041168,63.4,98.2778,0.969141,200,183,False,178.72,2025-12-25T22:44:17,
PhaseA,GaussianNoise,0.4329,0.266,42,0,38.5,3.010453,65.9,99.4667,0.916696,200,192,False,179.82,2025-12-25T22:47:16,
PhaseA,GaussianNoise,0.3866,0.6748,42,0,38.1,3.076694,63.0,98.3444,0.970896,200,183,False,175.74,2025-12-25T22:50:12,
PhaseA,GaussianNoise,0.1186,0.4,42,0,39.9,3.015077,65.5,99.4667,0.909083,200,194,False,181.66,2025-12-25T22:53:14,
PhaseA,GaussianNoise,0.0834,0.7634,42,0,39.0,3.029323,65.8,98.1444,0.976664,200,182,False,180.05,2025-12-25T22:56:14,
PhaseA,GaussianNoise,0.2952,0.4616,42,0,38.1,3.027013,64.3,99.4778,0.907592,200,196,False,185.31,2025-12-25T22:59:19,
PhaseA,GaussianNoise,0.468,0.634,42,0,38.3,3.020529,64.5,98.3222,0.973577,200,185,False,182.12,2025-12-25T23:02:21,
PhaseA,GaussianNoise,0.2569,0.2912,42,0,40.9,2.959615,67.5,99.5222,0.905212,200,199,False,180.19,2025-12-25T23:05:22,
PhaseA,GaussianNoise,0.2666,0.6171,42,0,38.8,2.996572,67.3,97.4556,1.004341,200,180,False,178.41,2025-12-25T23:08:20,
PhaseA,GaussianNoise,0.4495,0.3083,42,0,39.3,3.02013,64.7,98.9889,0.942647,200,187,False,177.99,2025-12-25T23:11:18,
PhaseA,GaussianNoise,0.2854,0.7825,42,0,39.2,2.974999,67.0,99.3889,0.918537,200,193,False,181.19,2025-12-25T23:14:19,
PhaseA,GaussianNoise,0.102,0.4421,42,0,38.7,2.976416,66.8,99.5,0.903884,200,200,False,179.67,2025-12-25T23:17:19,
PhaseA,GaussianNoise,0.1232,0.6554,42,0,39.1,3.027901,63.9,99.5222,0.904823,200,196,False,180.98,2025-12-25T23:20:20,
PhaseA,GaussianNoise,0.3627,0.4193,42,0,38.5,3.035912,65.7,99.4667,0.909697,200,198,False,181.33,2025-12-25T23:23:22,
PhaseA,GaussianNoise,0.4285,0.5263,42,0,38.4,3.046411,65.2,99.2444,0.920946,200,193,False,179.8,2025-12-25T23:26:21,
PhaseA,GaussianNoise,0.1892,0.2492,42,0,39.0,2.990265,65.1,99.5667,0.906323,200,192,False,177.74,2025-12-25T23:29:19,
PhaseA,GaussianNoise,0.1991,0.7307,42,0,39.4,3.011494,64.9,99.5889,0.910125,200,191,False,177.23,2025-12-25T23:32:16,
PhaseA,GaussianNoise,0.4098,0.4945,42,0,39.7,2.992893,66.6,98.6,0.955806,200,185,False,179.7,2025-12-25T23:35:16,
PhaseA,GaussianNoise,0.349,0.601,42,0,39.0,3.052644,65.9,99.2333,0.918197,200,192,False,184.72,2025-12-25T23:38:21,
PhaseA,GaussianNoise,0.1386,0.3239,42,0,38.6,3.058267,64.4,99.1222,0.936267,200,187,False,180.06,2025-12-25T23:41:21,
PhaseA,GaussianNoise,0.0613,0.5418,42,0,40.4,2.976559,64.6,99.6778,0.901465,200,196,False,180.36,2025-12-25T23:44:21,
PhaseA,GaussianNoise,0.3278,0.233,42,0,39.1,2.993133,66.7,99.5333,0.909231,200,194,False,175.04,2025-12-25T23:47:16,
PhaseA,GaussianNoise,0.4873,0.7077,42,0,36.8,3.141068,61.7,97.1889,1.022799,200,181,False,180.32,2025-12-25T23:50:17,
PhaseA,GaussianNoise,0.2201,0.3673,42,0,40.2,2.99828,65.3,99.6444,0.902041,200,199,False,175.63,2025-12-25T23:53:13,
